image,NV,MEL,BKL,BCC,AKIEC
BKL_gen_00693,0.0,0.0,1.0,0.0,0.0
BKL_gen_00694,0.0,0.0,1.0,0.0,0.0
BKL_gen_00695,0.0,0.0,1.0,0.0,0.0
BKL_gen_00696,0.0,0.0,1.0,0.0,0.0
BKL_gen_00697,0.0,0.0,1.0,0.0,0.0
BKL_gen_00698,0.0,0.0,1.0,0.0,0.0
BKL_gen_00699,0.0,0.0,1.0,0.0,0.0
BKL_gen_00700,0.0,0.0,1.0,0.0,0.0
BKL_gen_00701,0.0,0.0,1.0,0.0,0.0
BKL_gen_00702,0.0,0.0,1.0,0.0,0.0
BKL_gen_00703,0.0,0.0,1.0,0.0,0.0
BKL_gen_00704,0.0,0.0,1.0,0.0,0.0
BKL_gen_00705,0.0,0.0,1.0,0.0,0.0
BKL_gen_00706,0.0,0.0,1.0,0.0,0.0
BKL_gen_00707,0.0,0.0,1.0,0.0,0.0
BKL_gen_00708,0.0,0.0,1.0,0.0,0.0
BKL_gen_00709,0.0,0.0,1.0,0.0,0.0
BKL_gen_00710,0.0,0.0,1.0,0.0,0.0
BKL_gen_00711,0.0,0.0,1.0,0.0,0.0
BKL_gen_00712,0.0,0.0,1.0,0.0,0.0
BKL_gen_00713,0.0,0.0,1.0,0.0,0.0
BKL_gen_00714,0.0,0.0,1.0,0.0,0.0
BKL_gen_00715,0.0,0.0,1.0,0.0,0.0
BKL_gen_00716,0.0,0.0,1.0,0.0,0.0
BKL_gen_00717,0.0,0.0,1.0,0.0,0.0
BKL_gen_00718,0.0,0.0,1.0,0.0,0.0
BKL_gen_00719,0.0,0.0,1.0,0.0,0.0
BKL_gen_00720,0.0,0.0,1.0,0.0,0.0
BKL_gen_00721,0.0,0.0,1.0,0.0,0.0
BKL_gen_00722,0.0,0.0,1.0,0.0,0.0
BKL_gen_00723,0.0,0.0,1.0,0.0,0.0
BKL_gen_00724,0.0,0.0,1.0,0.0,0.0
BKL_gen_00725,0.0,0.0,1.0,0.0,0.0
BKL_gen_00726,0.0,0.0,1.0,0.0,0.0
BKL_gen_00727,0.0,0.0,1.0,0.0,0.0
BKL_gen_00728,0.0,0.0,1.0,0.0,0.0
BKL_gen_00729,0.0,0.0,1.0,0.0,0.0
BKL_gen_00730,0.0,0.0,1.0,0.0,0.0
BKL_gen_00731,0.0,0.0,1.0,0.0,0.0
BKL_gen_00732,0.0,0.0,1.0,0.0,0.0
BKL_gen_00733,0.0,0.0,1.0,0.0,0.0
BKL_gen_00734,0.0,0.0,1.0,0.0,0.0
BKL_gen_00735,0.0,0.0,1.0,0.0,0.0
BKL_gen_00736,0.0,0.0,1.0,0.0,0.0
BKL_gen_00737,0.0,0.0,1.0,0.0,0.0
BKL_gen_00738,0.0,0.0,1.0,0.0,0.0
BKL_gen_00739,0.0,0.0,1.0,0.0,0.0
BKL_gen_00740,0.0,0.0,1.0,0.0,0.0
BKL_gen_00741,0.0,0.0,1.0,0.0,0.0
BKL_gen_00742,0.0,0.0,1.0,0.0,0.0
BKL_gen_00743,0.0,0.0,1.0,0.0,0.0
BKL_gen_00744,0.0,0.0,1.0,0.0,0.0
BKL_gen_00745,0.0,0.0,1.0,0.0,0.0
BKL_gen_00746,0.0,0.0,1.0,0.0,0.0
BKL_gen_00747,0.0,0.0,1.0,0.0,0.0
BKL_gen_00748,0.0,0.0,1.0,0.0,0.0
BKL_gen_00749,0.0,0.0,1.0,0.0,0.0
BKL_gen_00750,0.0,0.0,1.0,0.0,0.0
BKL_gen_00751,0.0,0.0,1.0,0.0,0.0
BKL_gen_00752,0.0,0.0,1.0,0.0,0.0
BKL_gen_00753,0.0,0.0,1.0,0.0,0.0
BKL_gen_00754,0.0,0.0,1.0,0.0,0.0
BKL_gen_00755,0.0,0.0,1.0,0.0,0.0
BKL_gen_00756,0.0,0.0,1.0,0.0,0.0
BKL_gen_00757,0.0,0.0,1.0,0.0,0.0
BKL_gen_00758,0.0,0.0,1.0,0.0,0.0
BKL_gen_00759,0.0,0.0,1.0,0.0,0.0
BKL_gen_00760,0.0,0.0,1.0,0.0,0.0
BKL_gen_00761,0.0,0.0,1.0,0.0,0.0
BKL_gen_00762,0.0,0.0,1.0,0.0,0.0
BKL_gen_00763,0.0,0.0,1.0,0.0,0.0
BKL_gen_00764,0.0,0.0,1.0,0.0,0.0
BKL_gen_00765,0.0,0.0,1.0,0.0,0.0
BKL_gen_00766,0.0,0.0,1.0,0.0,0.0
BKL_gen_00767,0.0,0.0,1.0,0.0,0.0
BKL_gen_00768,0.0,0.0,1.0,0.0,0.0
BKL_gen_00769,0.0,0.0,1.0,0.0,0.0
BKL_gen_00770,0.0,0.0,1.0,0.0,0.0
BKL_gen_00771,0.0,0.0,1.0,0.0,0.0
BKL_gen_00772,0.0,0.0,1.0,0.0,0.0
BKL_gen_00773,0.0,0.0,1.0,0.0,0.0
BKL_gen_00774,0.0,0.0,1.0,0.0,0.0
BKL_gen_00775,0.0,0.0,1.0,0.0,0.0
BKL_gen_00776,0.0,0.0,1.0,0.0,0.0
BKL_gen_00777,0.0,0.0,1.0,0.0,0.0
BKL_gen_00778,0.0,0.0,1.0,0.0,0.0
BKL_gen_00779,0.0,0.0,1.0,0.0,0.0
BKL_gen_00780,0.0,0.0,1.0,0.0,0.0
BKL_gen_00781,0.0,0.0,1.0,0.0,0.0
BKL_gen_00782,0.0,0.0,1.0,0.0,0.0
BKL_gen_00783,0.0,0.0,1.0,0.0,0.0
BKL_gen_00784,0.0,0.0,1.0,0.0,0.0
BKL_gen_00785,0.0,0.0,1.0,0.0,0.0
BKL_gen_00786,0.0,0.0,1.0,0.0,0.0
BKL_gen_00787,0.0,0.0,1.0,0.0,0.0
BKL_gen_00788,0.0,0.0,1.0,0.0,0.0
BKL_gen_00789,0.0,0.0,1.0,0.0,0.0
BKL_gen_00790,0.0,0.0,1.0,0.0,0.0
BKL_gen_00791,0.0,0.0,1.0,0.0,0.0
BKL_gen_00792,0.0,0.0,1.0,0.0,0.0
BKL_gen_00793,0.0,0.0,1.0,0.0,0.0
BKL_gen_00794,0.0,0.0,1.0,0.0,0.0
BKL_gen_00795,0.0,0.0,1.0,0.0,0.0
BKL_gen_00796,0.0,0.0,1.0,0.0,0.0
BKL_gen_00797,0.0,0.0,1.0,0.0,0.0
BKL_gen_00798,0.0,0.0,1.0,0.0,0.0
BKL_gen_00799,0.0,0.0,1.0,0.0,0.0
BKL_gen_00800,0.0,0.0,1.0,0.0,0.0
BKL_gen_00801,0.0,0.0,1.0,0.0,0.0
BKL_gen_00802,0.0,0.0,1.0,0.0,0.0
BKL_gen_00803,0.0,0.0,1.0,0.0,0.0
BKL_gen_00804,0.0,0.0,1.0,0.0,0.0
BKL_gen_00805,0.0,0.0,1.0,0.0,0.0
BKL_gen_00806,0.0,0.0,1.0,0.0,0.0
BKL_gen_00807,0.0,0.0,1.0,0.0,0.0
BKL_gen_00808,0.0,0.0,1.0,0.0,0.0
BKL_gen_00809,0.0,0.0,1.0,0.0,0.0
BKL_gen_00810,0.0,0.0,1.0,0.0,0.0
BKL_gen_00811,0.0,0.0,1.0,0.0,0.0
BKL_gen_00812,0.0,0.0,1.0,0.0,0.0
BKL_gen_00813,0.0,0.0,1.0,0.0,0.0
BKL_gen_00814,0.0,0.0,1.0,0.0,0.0
BKL_gen_00815,0.0,0.0,1.0,0.0,0.0
BKL_gen_00816,0.0,0.0,1.0,0.0,0.0
BKL_gen_00817,0.0,0.0,1.0,0.0,0.0
BKL_gen_00818,0.0,0.0,1.0,0.0,0.0
BKL_gen_00819,0.0,0.0,1.0,0.0,0.0
BKL_gen_00820,0.0,0.0,1.0,0.0,0.0
BKL_gen_00821,0.0,0.0,1.0,0.0,0.0
BKL_gen_00822,0.0,0.0,1.0,0.0,0.0
BKL_gen_00823,0.0,0.0,1.0,0.0,0.0
BKL_gen_00824,0.0,0.0,1.0,0.0,0.0
BKL_gen_00825,0.0,0.0,1.0,0.0,0.0
BKL_gen_00826,0.0,0.0,1.0,0.0,0.0
BKL_gen_00827,0.0,0.0,1.0,0.0,0.0
BKL_gen_00828,0.0,0.0,1.0,0.0,0.0
BKL_gen_00829,0.0,0.0,1.0,0.0,0.0
BKL_gen_00830,0.0,0.0,1.0,0.0,0.0
BKL_gen_00831,0.0,0.0,1.0,0.0,0.0
BKL_gen_00832,0.0,0.0,1.0,0.0,0.0
BKL_gen_00833,0.0,0.0,1.0,0.0,0.0
BKL_gen_00834,0.0,0.0,1.0,0.0,0.0
BKL_gen_00835,0.0,0.0,1.0,0.0,0.0
BKL_gen_00836,0.0,0.0,1.0,0.0,0.0
BKL_gen_00837,0.0,0.0,1.0,0.0,0.0
BKL_gen_00838,0.0,0.0,1.0,0.0,0.0
BKL_gen_00839,0.0,0.0,1.0,0.0,0.0
BKL_gen_00840,0.0,0.0,1.0,0.0,0.0
BKL_gen_00841,0.0,0.0,1.0,0.0,0.0
BKL_gen_00842,0.0,0.0,1.0,0.0,0.0
BKL_gen_00843,0.0,0.0,1.0,0.0,0.0
BKL_gen_00844,0.0,0.0,1.0,0.0,0.0
BKL_gen_00845,0.0,0.0,1.0,0.0,0.0
BKL_gen_00846,0.0,0.0,1.0,0.0,0.0
BKL_gen_00847,0.0,0.0,1.0,0.0,0.0
BKL_gen_00848,0.0,0.0,1.0,0.0,0.0
BKL_gen_00849,0.0,0.0,1.0,0.0,0.0
BKL_gen_00850,0.0,0.0,1.0,0.0,0.0
BKL_gen_00851,0.0,0.0,1.0,0.0,0.0
BKL_gen_00852,0.0,0.0,1.0,0.0,0.0
BKL_gen_00853,0.0,0.0,1.0,0.0,0.0
BKL_gen_00854,0.0,0.0,1.0,0.0,0.0
BKL_gen_00855,0.0,0.0,1.0,0.0,0.0
BKL_gen_00856,0.0,0.0,1.0,0.0,0.0
BKL_gen_00857,0.0,0.0,1.0,0.0,0.0
BKL_gen_00858,0.0,0.0,1.0,0.0,0.0
BKL_gen_00859,0.0,0.0,1.0,0.0,0.0
BKL_gen_00860,0.0,0.0,1.0,0.0,0.0
BKL_gen_00861,0.0,0.0,1.0,0.0,0.0
BKL_gen_00862,0.0,0.0,1.0,0.0,0.0
BKL_gen_00863,0.0,0.0,1.0,0.0,0.0
BKL_gen_00864,0.0,0.0,1.0,0.0,0.0
BKL_gen_00865,0.0,0.0,1.0,0.0,0.0
BKL_gen_00866,0.0,0.0,1.0,0.0,0.0
BKL_gen_00867,0.0,0.0,1.0,0.0,0.0
BKL_gen_00868,0.0,0.0,1.0,0.0,0.0
BKL_gen_00869,0.0,0.0,1.0,0.0,0.0
BKL_gen_00870,0.0,0.0,1.0,0.0,0.0
BKL_gen_00871,0.0,0.0,1.0,0.0,0.0
BKL_gen_00872,0.0,0.0,1.0,0.0,0.0
BKL_gen_00873,0.0,0.0,1.0,0.0,0.0
BKL_gen_00874,0.0,0.0,1.0,0.0,0.0
BKL_gen_00875,0.0,0.0,1.0,0.0,0.0
BKL_gen_00876,0.0,0.0,1.0,0.0,0.0
BKL_gen_00877,0.0,0.0,1.0,0.0,0.0
BKL_gen_00878,0.0,0.0,1.0,0.0,0.0
BKL_gen_00879,0.0,0.0,1.0,0.0,0.0
BKL_gen_00880,0.0,0.0,1.0,0.0,0.0
BKL_gen_00881,0.0,0.0,1.0,0.0,0.0
BKL_gen_00882,0.0,0.0,1.0,0.0,0.0
BKL_gen_00883,0.0,0.0,1.0,0.0,0.0
BKL_gen_00884,0.0,0.0,1.0,0.0,0.0
BKL_gen_00885,0.0,0.0,1.0,0.0,0.0
BKL_gen_00886,0.0,0.0,1.0,0.0,0.0
BKL_gen_00887,0.0,0.0,1.0,0.0,0.0
BKL_gen_00888,0.0,0.0,1.0,0.0,0.0
BKL_gen_00889,0.0,0.0,1.0,0.0,0.0
BKL_gen_00890,0.0,0.0,1.0,0.0,0.0
BKL_gen_00891,0.0,0.0,1.0,0.0,0.0
BKL_gen_00892,0.0,0.0,1.0,0.0,0.0
BKL_gen_00893,0.0,0.0,1.0,0.0,0.0
BKL_gen_00894,0.0,0.0,1.0,0.0,0.0
BKL_gen_00895,0.0,0.0,1.0,0.0,0.0
BKL_gen_00896,0.0,0.0,1.0,0.0,0.0
BKL_gen_00897,0.0,0.0,1.0,0.0,0.0
BKL_gen_00898,0.0,0.0,1.0,0.0,0.0
BKL_gen_00899,0.0,0.0,1.0,0.0,0.0
BKL_gen_00900,0.0,0.0,1.0,0.0,0.0
BKL_gen_00901,0.0,0.0,1.0,0.0,0.0
BKL_gen_00902,0.0,0.0,1.0,0.0,0.0
BKL_gen_00903,0.0,0.0,1.0,0.0,0.0
BKL_gen_00904,0.0,0.0,1.0,0.0,0.0
BKL_gen_00905,0.0,0.0,1.0,0.0,0.0
BKL_gen_00906,0.0,0.0,1.0,0.0,0.0
BKL_gen_00907,0.0,0.0,1.0,0.0,0.0
BKL_gen_00908,0.0,0.0,1.0,0.0,0.0
BKL_gen_00909,0.0,0.0,1.0,0.0,0.0
BKL_gen_00910,0.0,0.0,1.0,0.0,0.0
BKL_gen_00911,0.0,0.0,1.0,0.0,0.0
BKL_gen_00912,0.0,0.0,1.0,0.0,0.0
BKL_gen_00913,0.0,0.0,1.0,0.0,0.0
BKL_gen_00914,0.0,0.0,1.0,0.0,0.0
BKL_gen_00915,0.0,0.0,1.0,0.0,0.0
BKL_gen_00916,0.0,0.0,1.0,0.0,0.0
BKL_gen_00917,0.0,0.0,1.0,0.0,0.0
BKL_gen_00918,0.0,0.0,1.0,0.0,0.0
BKL_gen_00919,0.0,0.0,1.0,0.0,0.0
BKL_gen_00920,0.0,0.0,1.0,0.0,0.0
BKL_gen_00921,0.0,0.0,1.0,0.0,0.0
BKL_gen_00922,0.0,0.0,1.0,0.0,0.0
BKL_gen_00923,0.0,0.0,1.0,0.0,0.0
BKL_gen_00924,0.0,0.0,1.0,0.0,0.0
BKL_gen_00925,0.0,0.0,1.0,0.0,0.0
BKL_gen_00926,0.0,0.0,1.0,0.0,0.0
BKL_gen_00927,0.0,0.0,1.0,0.0,0.0
BKL_gen_00928,0.0,0.0,1.0,0.0,0.0
BKL_gen_00929,0.0,0.0,1.0,0.0,0.0
BKL_gen_00930,0.0,0.0,1.0,0.0,0.0
BKL_gen_00931,0.0,0.0,1.0,0.0,0.0
BKL_gen_00932,0.0,0.0,1.0,0.0,0.0
BKL_gen_00933,0.0,0.0,1.0,0.0,0.0
BKL_gen_00934,0.0,0.0,1.0,0.0,0.0
BKL_gen_00935,0.0,0.0,1.0,0.0,0.0
BKL_gen_00936,0.0,0.0,1.0,0.0,0.0
BKL_gen_00937,0.0,0.0,1.0,0.0,0.0
BKL_gen_00938,0.0,0.0,1.0,0.0,0.0
BKL_gen_00939,0.0,0.0,1.0,0.0,0.0
BKL_gen_00940,0.0,0.0,1.0,0.0,0.0
BKL_gen_00941,0.0,0.0,1.0,0.0,0.0
BKL_gen_00942,0.0,0.0,1.0,0.0,0.0
BKL_gen_00943,0.0,0.0,1.0,0.0,0.0
BKL_gen_00944,0.0,0.0,1.0,0.0,0.0
BKL_gen_00945,0.0,0.0,1.0,0.0,0.0
BKL_gen_00946,0.0,0.0,1.0,0.0,0.0
BKL_gen_00947,0.0,0.0,1.0,0.0,0.0
BKL_gen_00948,0.0,0.0,1.0,0.0,0.0
BKL_gen_00949,0.0,0.0,1.0,0.0,0.0
BKL_gen_00950,0.0,0.0,1.0,0.0,0.0
BKL_gen_00951,0.0,0.0,1.0,0.0,0.0
BKL_gen_00952,0.0,0.0,1.0,0.0,0.0
BKL_gen_00953,0.0,0.0,1.0,0.0,0.0
BKL_gen_00954,0.0,0.0,1.0,0.0,0.0
BKL_gen_00955,0.0,0.0,1.0,0.0,0.0
BKL_gen_00956,0.0,0.0,1.0,0.0,0.0
BKL_gen_00957,0.0,0.0,1.0,0.0,0.0
BKL_gen_00958,0.0,0.0,1.0,0.0,0.0
BKL_gen_00959,0.0,0.0,1.0,0.0,0.0
BKL_gen_00960,0.0,0.0,1.0,0.0,0.0
BKL_gen_00961,0.0,0.0,1.0,0.0,0.0
BKL_gen_00962,0.0,0.0,1.0,0.0,0.0
BKL_gen_00963,0.0,0.0,1.0,0.0,0.0
BKL_gen_00964,0.0,0.0,1.0,0.0,0.0
BKL_gen_00965,0.0,0.0,1.0,0.0,0.0
BKL_gen_00966,0.0,0.0,1.0,0.0,0.0
BKL_gen_00967,0.0,0.0,1.0,0.0,0.0
BKL_gen_00968,0.0,0.0,1.0,0.0,0.0
BKL_gen_00969,0.0,0.0,1.0,0.0,0.0
BKL_gen_00970,0.0,0.0,1.0,0.0,0.0
BKL_gen_00971,0.0,0.0,1.0,0.0,0.0
BKL_gen_00972,0.0,0.0,1.0,0.0,0.0
BKL_gen_00973,0.0,0.0,1.0,0.0,0.0
BKL_gen_00974,0.0,0.0,1.0,0.0,0.0
BKL_gen_00975,0.0,0.0,1.0,0.0,0.0
BKL_gen_00976,0.0,0.0,1.0,0.0,0.0
BKL_gen_00977,0.0,0.0,1.0,0.0,0.0
BKL_gen_00978,0.0,0.0,1.0,0.0,0.0
BKL_gen_00979,0.0,0.0,1.0,0.0,0.0
BKL_gen_00980,0.0,0.0,1.0,0.0,0.0
BKL_gen_00981,0.0,0.0,1.0,0.0,0.0
BKL_gen_00982,0.0,0.0,1.0,0.0,0.0
BKL_gen_00983,0.0,0.0,1.0,0.0,0.0
BKL_gen_00984,0.0,0.0,1.0,0.0,0.0
BKL_gen_00985,0.0,0.0,1.0,0.0,0.0
BKL_gen_00986,0.0,0.0,1.0,0.0,0.0
BKL_gen_00987,0.0,0.0,1.0,0.0,0.0
BKL_gen_00988,0.0,0.0,1.0,0.0,0.0
BKL_gen_00989,0.0,0.0,1.0,0.0,0.0
BKL_gen_00990,0.0,0.0,1.0,0.0,0.0
BKL_gen_00991,0.0,0.0,1.0,0.0,0.0
BKL_gen_00992,0.0,0.0,1.0,0.0,0.0
BKL_gen_00993,0.0,0.0,1.0,0.0,0.0
BKL_gen_00994,0.0,0.0,1.0,0.0,0.0
BKL_gen_00995,0.0,0.0,1.0,0.0,0.0
BKL_gen_00996,0.0,0.0,1.0,0.0,0.0
BKL_gen_00997,0.0,0.0,1.0,0.0,0.0
BKL_gen_00998,0.0,0.0,1.0,0.0,0.0
BKL_gen_00999,0.0,0.0,1.0,0.0,0.0
BKL_gen_01000,0.0,0.0,1.0,0.0,0.0
BKL_gen_01001,0.0,0.0,1.0,0.0,0.0
BKL_gen_01002,0.0,0.0,1.0,0.0,0.0
BKL_gen_01003,0.0,0.0,1.0,0.0,0.0
BKL_gen_01004,0.0,0.0,1.0,0.0,0.0
BKL_gen_01005,0.0,0.0,1.0,0.0,0.0
BKL_gen_01006,0.0,0.0,1.0,0.0,0.0
BKL_gen_01007,0.0,0.0,1.0,0.0,0.0
BKL_gen_01008,0.0,0.0,1.0,0.0,0.0
BKL_gen_01009,0.0,0.0,1.0,0.0,0.0
BKL_gen_01010,0.0,0.0,1.0,0.0,0.0
BKL_gen_01011,0.0,0.0,1.0,0.0,0.0
BKL_gen_01012,0.0,0.0,1.0,0.0,0.0
BKL_gen_01013,0.0,0.0,1.0,0.0,0.0
BKL_gen_01014,0.0,0.0,1.0,0.0,0.0
BKL_gen_01015,0.0,0.0,1.0,0.0,0.0
BKL_gen_01016,0.0,0.0,1.0,0.0,0.0
BKL_gen_01017,0.0,0.0,1.0,0.0,0.0
BKL_gen_01018,0.0,0.0,1.0,0.0,0.0
BKL_gen_01019,0.0,0.0,1.0,0.0,0.0
BKL_gen_01020,0.0,0.0,1.0,0.0,0.0
BKL_gen_01021,0.0,0.0,1.0,0.0,0.0
BKL_gen_01022,0.0,0.0,1.0,0.0,0.0
BKL_gen_01023,0.0,0.0,1.0,0.0,0.0
BKL_gen_01024,0.0,0.0,1.0,0.0,0.0
BKL_gen_01025,0.0,0.0,1.0,0.0,0.0
BKL_gen_01026,0.0,0.0,1.0,0.0,0.0
BKL_gen_01027,0.0,0.0,1.0,0.0,0.0
BKL_gen_01028,0.0,0.0,1.0,0.0,0.0
BKL_gen_01029,0.0,0.0,1.0,0.0,0.0
BKL_gen_01030,0.0,0.0,1.0,0.0,0.0
BKL_gen_01031,0.0,0.0,1.0,0.0,0.0
BKL_gen_01032,0.0,0.0,1.0,0.0,0.0
BKL_gen_01033,0.0,0.0,1.0,0.0,0.0
BKL_gen_01034,0.0,0.0,1.0,0.0,0.0
BKL_gen_01035,0.0,0.0,1.0,0.0,0.0
BKL_gen_01036,0.0,0.0,1.0,0.0,0.0
BKL_gen_01037,0.0,0.0,1.0,0.0,0.0
BKL_gen_01038,0.0,0.0,1.0,0.0,0.0
BKL_gen_01039,0.0,0.0,1.0,0.0,0.0
BKL_gen_01040,0.0,0.0,1.0,0.0,0.0
BKL_gen_01041,0.0,0.0,1.0,0.0,0.0
BKL_gen_01042,0.0,0.0,1.0,0.0,0.0
BKL_gen_01043,0.0,0.0,1.0,0.0,0.0
BKL_gen_01044,0.0,0.0,1.0,0.0,0.0
BKL_gen_01045,0.0,0.0,1.0,0.0,0.0
BKL_gen_01046,0.0,0.0,1.0,0.0,0.0
BKL_gen_01047,0.0,0.0,1.0,0.0,0.0
BKL_gen_01048,0.0,0.0,1.0,0.0,0.0
BKL_gen_01049,0.0,0.0,1.0,0.0,0.0
BKL_gen_01050,0.0,0.0,1.0,0.0,0.0
BKL_gen_01051,0.0,0.0,1.0,0.0,0.0
BKL_gen_01052,0.0,0.0,1.0,0.0,0.0
BKL_gen_01053,0.0,0.0,1.0,0.0,0.0
BKL_gen_01054,0.0,0.0,1.0,0.0,0.0
BKL_gen_01055,0.0,0.0,1.0,0.0,0.0
BKL_gen_01056,0.0,0.0,1.0,0.0,0.0
BKL_gen_01057,0.0,0.0,1.0,0.0,0.0
BKL_gen_01058,0.0,0.0,1.0,0.0,0.0
BKL_gen_01059,0.0,0.0,1.0,0.0,0.0
BKL_gen_01060,0.0,0.0,1.0,0.0,0.0
BKL_gen_01061,0.0,0.0,1.0,0.0,0.0
BKL_gen_01062,0.0,0.0,1.0,0.0,0.0
BKL_gen_01063,0.0,0.0,1.0,0.0,0.0
BKL_gen_01064,0.0,0.0,1.0,0.0,0.0
BKL_gen_01065,0.0,0.0,1.0,0.0,0.0
BKL_gen_01066,0.0,0.0,1.0,0.0,0.0
BKL_gen_01067,0.0,0.0,1.0,0.0,0.0
BKL_gen_01068,0.0,0.0,1.0,0.0,0.0
BKL_gen_01069,0.0,0.0,1.0,0.0,0.0
BKL_gen_01070,0.0,0.0,1.0,0.0,0.0
BKL_gen_01071,0.0,0.0,1.0,0.0,0.0
BKL_gen_01072,0.0,0.0,1.0,0.0,0.0
BKL_gen_01073,0.0,0.0,1.0,0.0,0.0
BKL_gen_01074,0.0,0.0,1.0,0.0,0.0
BKL_gen_01075,0.0,0.0,1.0,0.0,0.0
BKL_gen_01076,0.0,0.0,1.0,0.0,0.0
BKL_gen_01077,0.0,0.0,1.0,0.0,0.0
BKL_gen_01078,0.0,0.0,1.0,0.0,0.0
BKL_gen_01079,0.0,0.0,1.0,0.0,0.0
BKL_gen_01080,0.0,0.0,1.0,0.0,0.0
BKL_gen_01081,0.0,0.0,1.0,0.0,0.0
BKL_gen_01082,0.0,0.0,1.0,0.0,0.0
BKL_gen_01083,0.0,0.0,1.0,0.0,0.0
BKL_gen_01084,0.0,0.0,1.0,0.0,0.0
BKL_gen_01085,0.0,0.0,1.0,0.0,0.0
BKL_gen_01086,0.0,0.0,1.0,0.0,0.0
BKL_gen_01087,0.0,0.0,1.0,0.0,0.0
BKL_gen_01088,0.0,0.0,1.0,0.0,0.0
BKL_gen_01089,0.0,0.0,1.0,0.0,0.0
BKL_gen_01090,0.0,0.0,1.0,0.0,0.0
BKL_gen_01091,0.0,0.0,1.0,0.0,0.0
BKL_gen_01092,0.0,0.0,1.0,0.0,0.0
BKL_gen_01093,0.0,0.0,1.0,0.0,0.0
BKL_gen_01094,0.0,0.0,1.0,0.0,0.0
BKL_gen_01095,0.0,0.0,1.0,0.0,0.0
BKL_gen_01096,0.0,0.0,1.0,0.0,0.0
BKL_gen_01097,0.0,0.0,1.0,0.0,0.0
BKL_gen_01098,0.0,0.0,1.0,0.0,0.0
BKL_gen_01099,0.0,0.0,1.0,0.0,0.0
BKL_gen_01100,0.0,0.0,1.0,0.0,0.0
BKL_gen_01101,0.0,0.0,1.0,0.0,0.0
BKL_gen_01102,0.0,0.0,1.0,0.0,0.0
BKL_gen_01103,0.0,0.0,1.0,0.0,0.0
BKL_gen_01104,0.0,0.0,1.0,0.0,0.0
BKL_gen_01105,0.0,0.0,1.0,0.0,0.0
BKL_gen_01106,0.0,0.0,1.0,0.0,0.0
BKL_gen_01107,0.0,0.0,1.0,0.0,0.0
BKL_gen_01108,0.0,0.0,1.0,0.0,0.0
BKL_gen_01109,0.0,0.0,1.0,0.0,0.0
BKL_gen_01110,0.0,0.0,1.0,0.0,0.0
BKL_gen_01111,0.0,0.0,1.0,0.0,0.0
BKL_gen_01112,0.0,0.0,1.0,0.0,0.0
BKL_gen_01113,0.0,0.0,1.0,0.0,0.0
BKL_gen_01114,0.0,0.0,1.0,0.0,0.0
BKL_gen_01115,0.0,0.0,1.0,0.0,0.0
BKL_gen_01116,0.0,0.0,1.0,0.0,0.0
BKL_gen_01117,0.0,0.0,1.0,0.0,0.0
BKL_gen_01118,0.0,0.0,1.0,0.0,0.0
BKL_gen_01119,0.0,0.0,1.0,0.0,0.0
BKL_gen_01120,0.0,0.0,1.0,0.0,0.0
BKL_gen_01121,0.0,0.0,1.0,0.0,0.0
BKL_gen_01122,0.0,0.0,1.0,0.0,0.0
BKL_gen_01123,0.0,0.0,1.0,0.0,0.0
BKL_gen_01124,0.0,0.0,1.0,0.0,0.0
BKL_gen_01125,0.0,0.0,1.0,0.0,0.0
BKL_gen_01126,0.0,0.0,1.0,0.0,0.0
BKL_gen_01127,0.0,0.0,1.0,0.0,0.0
BKL_gen_01128,0.0,0.0,1.0,0.0,0.0
BKL_gen_01129,0.0,0.0,1.0,0.0,0.0
BKL_gen_01130,0.0,0.0,1.0,0.0,0.0
BKL_gen_01131,0.0,0.0,1.0,0.0,0.0
BKL_gen_01132,0.0,0.0,1.0,0.0,0.0
BKL_gen_01133,0.0,0.0,1.0,0.0,0.0
BKL_gen_01134,0.0,0.0,1.0,0.0,0.0
BKL_gen_01135,0.0,0.0,1.0,0.0,0.0
BKL_gen_01136,0.0,0.0,1.0,0.0,0.0
BKL_gen_01137,0.0,0.0,1.0,0.0,0.0
BKL_gen_01138,0.0,0.0,1.0,0.0,0.0
BKL_gen_01139,0.0,0.0,1.0,0.0,0.0
BKL_gen_01140,0.0,0.0,1.0,0.0,0.0
BKL_gen_01141,0.0,0.0,1.0,0.0,0.0
BKL_gen_01142,0.0,0.0,1.0,0.0,0.0
BKL_gen_01143,0.0,0.0,1.0,0.0,0.0
BKL_gen_01144,0.0,0.0,1.0,0.0,0.0
BKL_gen_01145,0.0,0.0,1.0,0.0,0.0
BKL_gen_01146,0.0,0.0,1.0,0.0,0.0
BKL_gen_01147,0.0,0.0,1.0,0.0,0.0
BKL_gen_01148,0.0,0.0,1.0,0.0,0.0
BKL_gen_01149,0.0,0.0,1.0,0.0,0.0
BKL_gen_01150,0.0,0.0,1.0,0.0,0.0
BKL_gen_01151,0.0,0.0,1.0,0.0,0.0
BKL_gen_01152,0.0,0.0,1.0,0.0,0.0
BKL_gen_01153,0.0,0.0,1.0,0.0,0.0
BKL_gen_01154,0.0,0.0,1.0,0.0,0.0
BKL_gen_01155,0.0,0.0,1.0,0.0,0.0
BKL_gen_01156,0.0,0.0,1.0,0.0,0.0
BKL_gen_01157,0.0,0.0,1.0,0.0,0.0
